date,Brightness,roomname,Humidity,SetpointHistory,Temperature
2017-05-04 07:30:00,117.19,Kitchen,55.0,16.0,19.21
2017-05-04 15:30:00,102.54,Kitchen,55.0,21.0,18.43
2017-05-04 21:30:00,0.0,Kitchen,58.0,16.0,19.69
2017-05-05 03:00:00,0.0,Kitchen,56.0,16.0,18.43
2017-05-05 04:00:00,0.0,Kitchen,56.0,21.0,18.43
2017-05-05 07:30:00,32.96,Kitchen,56.0,16.0,19.37
2017-05-05 16:00:00,307.17,Kitchen,54.0,21.0,18.58
2017-05-05 21:30:00,0.0,Kitchen,56.0,16.0,19.21
2017-05-06 00:30:00,0.0,Kitchen,57.0,16.0,18.58
2017-05-06 07:50:00,103.46,Kitchen,55.0,21.0,18.11
2017-05-06 13:00:00,292.06,Kitchen,49.0,16.0,18.27
2017-05-06 14:50:00,339.67,Kitchen,46.0,21.0,18.43
2017-05-06 21:30:00,0.0,Kitchen,51.0,16.0,18.58
2017-05-07 01:30:00,0.0,Kitchen,52.0,16.0,18.27
2017-05-07 07:50:00,0.0,Kitchen,54.0,21.0,17.95
2017-05-07 13:00:00,57.68,Kitchen,59.0,16.0,18.43
2017-05-07 15:30:00,343.33,Kitchen,59.0,21.0,18.74
2017-05-07 21:30:00,0.0,Kitchen,61.0,16.0,18.74
2017-05-08 04:00:00,0.0,Kitchen,59.0,21.0,18.27
2017-05-08 07:30:00,44.86,Kitchen,60.0,16.0,18.27
2017-05-08 15:20:00,171.21,Kitchen,58.0,21.0,18.27
2017-05-08 21:30:00,0.0,Kitchen,57.0,16.0,17.8
2017-05-09 01:50:00,0.0,Kitchen,56.0,16.0,17.64
2017-05-09 03:30:00,0.0,Kitchen,55.0,21.0,17.48
2017-05-09 07:20:00,117.19,Kitchen,51.0,18.5,17.17
2017-05-09 07:30:00,123.6,Kitchen,52.0,16.0,17.17
2017-05-09 14:40:00,227.97,Kitchen,52.0,21.0,17.48
2017-05-09 21:30:00,14.65,Kitchen,54.0,18.5,18.27
2017-05-10 23:20:00,0.0,Kitchen,52.0,21.0,17.01
2017-05-11 23:30:00,0.0,Kitchen,53.0,16.0,17.48
2017-05-12 00:00:00,0.0,Kitchen,53.0,21.0,17.48
2017-05-12 07:20:00,42.12,Kitchen,56.0,21.0,17.48
2017-05-12 07:30:00,34.79,Kitchen,56.0,16.0,17.48
2017-05-12 16:20:00,259.105,Kitchen,58.0,21.0,18.43
2017-05-12 21:30:00,0.0,Kitchen,64.0,16.0,19.21
2017-05-13 01:20:00,0.0,Kitchen,62.0,16.0,18.43
2017-05-13 07:50:00,0.92,Kitchen,60.0,21.0,18.11
2017-05-13 13:00:00,346.08,Kitchen,61.0,16.0,18.58
2017-05-13 14:50:00,34.79,Kitchen,63.0,21.0,18.43
2017-05-13 21:30:00,0.0,Kitchen,62.0,16.0,18.43
2017-05-14 03:00:00,0.0,Kitchen,62.0,16.0,18.43
2017-05-14 07:50:00,3.66,Kitchen,61.0,21.0,18.27
2017-05-14 13:00:00,383.62,Kitchen,65.0,16.0,18.74
2017-05-14 15:30:00,25.64,Kitchen,63.0,21.0,18.74
2017-05-14 21:30:00,0.0,Kitchen,67.0,16.0,19.21
2017-05-15 02:10:00,0.0,Kitchen,64.0,16.0,18.58
2017-05-15 04:00:00,0.0,Kitchen,64.0,21.0,18.43
2017-05-15 07:30:00,123.6,Kitchen,64.0,16.0,18.58
2017-05-15 16:20:00,310.37,Kitchen,62.0,21.0,18.9
2017-05-15 21:30:00,0.0,Kitchen,62.0,16.0,18.58
2017-05-16 02:40:00,0.0,Kitchen,61.0,16.0,18.43
2017-05-16 04:00:00,0.0,Kitchen,61.0,21.0,18.43
2017-05-16 07:30:00,107.12,Kitchen,60.0,16.0,18.43
2017-05-16 16:20:00,296.64,Kitchen,60.0,21.0,18.74
2017-05-16 21:30:00,0.0,Kitchen,61.0,16.0,18.58
2017-05-16 23:10:00,0.0,Kitchen,61.0,16.0,18.58
2017-05-17 04:40:00,0.0,Kitchen,60.0,21.0,18.58
2017-05-17 07:30:00,100.71,Kitchen,60.0,16.0,18.58
2017-05-17 16:20:00,298.47,Kitchen,60.0,21.0,19.21
2017-05-17 21:30:00,14.65,Kitchen,60.0,16.0,19.21
2017-05-18 02:10:00,0.0,Kitchen,61.0,16.0,19.21
2017-05-18 04:40:00,0.0,Kitchen,61.0,21.0,19.21
2017-05-18 07:30:00,3.66,Kitchen,61.0,16.0,19.21
2017-05-18 16:20:00,293.89,Kitchen,61.0,21.0,19.84
2017-05-18 21:30:00,0.0,Kitchen,64.0,16.0,20.0
2017-05-19 01:30:00,0.0,Kitchen,64.0,16.0,20.0
2017-05-19 05:20:00,0.0,Kitchen,63.0,21.0,20.0
2017-05-19 07:30:00,131.84,Kitchen,64.0,16.0,20.16
2017-05-19 17:30:00,56.76,Kitchen,65.0,21.0,20.79
2017-05-19 21:30:00,0.0,Kitchen,64.0,16.0,20.79
2017-05-20 02:50:00,0.0,Kitchen,63.0,16.0,20.31
2017-05-20 10:00:00,211.49,Kitchen,61.0,21.0,20.16
2017-05-20 13:00:00,226.14,Kitchen,60.0,16.0,20.31
2017-05-20 17:00:00,162.05,Kitchen,58.0,21.0,20.31
2017-05-20 21:20:00,0.0,Kitchen,58.0,21.0,20.0
2017-05-20 21:30:00,0.0,Kitchen,58.0,16.0,20.0
2017-05-20 23:20:00,0.0,Kitchen,55.0,16.0,19.84
2017-05-21 08:30:00,0.0,Kitchen,58.0,21.0,19.21
2017-05-21 09:20:00,181.28,Kitchen,51.0,17.666666666666668,17.95
2017-05-21 09:30:00,202.34,Kitchen,53.0,21.0,17.17
2017-05-21 13:00:00,440.38,Kitchen,50.0,16.0,19.21
2017-05-21 15:30:00,367.14,Kitchen,51.0,21.0,19.37
2017-05-21 21:30:00,0.0,Kitchen,53.0,16.0,19.53
2017-05-22 00:50:00,0.0,Kitchen,54.0,16.0,19.21
2017-05-22 04:40:00,0.0,Kitchen,54.0,21.0,19.06
2017-05-22 07:30:00,162.05,Kitchen,55.0,16.0,19.21
2017-05-22 16:00:00,139.16,Kitchen,56.0,21.0,19.37
2017-05-22 21:30:00,14.65,Kitchen,58.0,16.0,19.37
2017-05-22 23:40:00,0.0,Kitchen,58.0,16.0,19.21
2017-05-23 04:40:00,0.0,Kitchen,58.0,21.0,19.06
2017-05-23 07:30:00,140.07999999999998,Kitchen,59.0,16.0,19.21
2017-05-23 16:20:00,248.12,Kitchen,57.0,21.0,19.69
2017-05-23 21:30:00,0.0,Kitchen,58.0,16.0,19.69
2017-05-24 01:50:00,0.0,Kitchen,62.0,16.0,19.53
2017-05-24 07:30:00,117.19,Kitchen,60.0,16.0,19.84
2017-05-24 16:40:00,109.86500000000001,Kitchen,54.0,21.0,19.84
2017-05-24 21:30:00,0.0,Kitchen,56.0,16.0,19.53
2017-05-24 23:00:00,0.0,Kitchen,57.0,16.0,19.53
2017-05-25 04:40:00,0.0,Kitchen,58.0,21.0,19.37
2017-05-25 07:30:00,0.0,Kitchen,58.0,16.0,19.21
2017-05-25 16:20:00,219.73,Kitchen,57.0,21.0,19.69
2017-05-25 21:30:00,0.0,Kitchen,51.0,16.0,19.37
2017-05-26 04:40:00,0.0,Kitchen,55.0,21.0,19.21
2017-05-26 07:30:00,0.0,Kitchen,55.0,16.0,19.06
2017-05-26 21:30:00,0.0,Kitchen,57.0,16.0,19.84
2017-05-27 00:50:00,0.0,Kitchen,58.0,16.0,19.69
2017-05-27 09:10:00,141.91,Kitchen,57.0,21.0,19.69
2017-05-27 13:00:00,284.74,Kitchen,57.0,16.0,19.84
2017-05-27 15:50:00,296.64,Kitchen,58.0,21.0,20.0
2017-05-27 21:30:00,0.0,Kitchen,57.0,16.0,20.16
2017-05-28 09:20:00,0.0,Kitchen,59.0,21.0,20.0
2017-05-28 13:00:00,422.99,Kitchen,53.0,16.0,20.94
2017-05-28 21:30:00,0.0,Kitchen,57.0,16.0,20.94
2017-05-29 07:30:00,143.74,Kitchen,58.0,16.0,20.94
2017-05-29 21:30:00,0.0,Kitchen,62.0,16.0,21.89
2017-05-30 01:50:00,0.0,Kitchen,63.0,16.0,22.05
2017-05-30 06:10:00,0.0,Kitchen,63.0,21.0,21.89
2017-05-30 07:30:00,175.79,Kitchen,66.0,16.0,22.05
2017-05-30 17:30:00,280.16,Kitchen,63.0,21.0,22.83
2017-05-30 21:30:00,0.0,Kitchen,62.0,16.0,22.52
2017-05-30 23:20:00,0.0,Kitchen,65.0,16.0,22.68
2017-05-31 06:10:00,0.0,Kitchen,66.0,21.0,22.52
2017-05-31 07:30:00,0.0,Kitchen,66.0,16.0,22.52
2017-05-31 17:30:00,251.78,Kitchen,59.0,21.0,22.83
2017-06-01 00:30:00,0.0,Kitchen,60.0,16.0,22.52
2017-06-01 06:10:00,54.93,Kitchen,59.0,21.0,22.36
2017-06-01 07:30:00,106.2,Kitchen,59.0,16.0,22.36
2017-06-01 17:30:00,281.99,Kitchen,52.0,21.0,22.83
2017-06-01 21:30:00,0.0,Kitchen,54.0,16.0,22.68
2017-06-01 23:50:00,0.0,Kitchen,54.333333333333336,16.0,22.52
2017-06-02 06:10:00,0.0,Kitchen,56.0,21.0,22.36
2017-06-02 07:30:00,93.39,Kitchen,53.0,16.0,22.2
2017-06-02 17:30:00,216.07,Kitchen,55.0,21.0,22.83
2017-06-02 21:30:00,0.0,Kitchen,55.0,16.0,23.94
2017-06-03 00:10:00,0.0,Kitchen,57.0,16.0,23.15
2017-06-03 10:00:00,206.92,Kitchen,56.0,21.0,22.83
2017-06-03 13:00:00,233.47,Kitchen,58.0,16.0,22.99
2017-06-03 17:00:00,296.64,Kitchen,59.0,21.0,22.99
2017-06-03 21:30:00,0.0,Kitchen,59.0,16.0,22.83
2017-06-04 02:00:00,0.0,Kitchen,60.0,16.0,22.68
2017-06-04 10:00:00,100.71,Kitchen,60.0,21.0,22.52
2017-06-04 13:00:00,136.42,Kitchen,60.0,16.0,22.68
2017-06-04 17:00:00,219.73,Kitchen,58.0,21.0,22.68
2017-06-04 21:30:00,0.0,Kitchen,58.0,16.0,22.36
2017-06-05 00:00:00,0.0,Kitchen,58.0,16.0,22.2
2017-06-05 06:10:00,39.825,Kitchen,58.0,21.0,21.89
2017-06-05 07:30:00,112.61,Kitchen,58.0,16.0,21.89
2017-06-05 17:30:00,69.58,Kitchen,60.0,21.0,21.42
2017-03-09 13:20:00,28.38,Room1,45.0,16.0,19.21
2017-03-10 13:30:00,131.385,Room1,42.0,16.0,19.450000000000003
2017-03-10 21:30:00,0.92,Room1,33.0,18.0,19.21
2017-03-13 13:40:00,648.21,Room1,40.0,16.0,20.47
2017-03-14 13:40:00,118.11,Room1,42.0,16.0,19.21
2017-03-15 13:40:00,171.21,Room1,44.0,16.0,19.21
2017-03-16 13:50:00,537.4300000000001,Room1,43.0,16.0,20.79
2017-03-17 13:50:00,130.92,Room1,44.0,16.0,19.69
2017-03-17 21:30:00,0.92,Room1,46.0,18.0,20.0
2017-03-18 14:00:00,22.89,Room1,45.0,16.0,18.74
2017-03-19 08:10:00,7.32,Room1,51.0,20.0,17.32
2017-03-19 14:00:00,18.31,Room1,48.0,16.0,17.64
2017-03-20 14:00:00,65.0,Room1,48.0,16.0,18.58
2017-03-22 14:10:00,25.64,Room1,45.0,16.0,18.74
2017-03-23 14:10:00,94.3,Room1,46.0,16.0,18.74
2017-03-24 14:20:00,149.23499999999999,Room1,48.0,16.0,18.9
2017-03-24 15:20:00,43.03,Room1,48.0,20.0,18.9
2017-03-24 21:30:00,0.0,Room1,46.0,19.0,20.16
2017-03-24 23:00:00,29.3,Room1,46.0,18.0,20.16
2017-03-25 08:50:00,0.0,Room1,53.0,20.0,18.9
2017-03-25 13:00:00,675.68,Room1,39.0,16.0,19.69
2017-03-25 15:40:00,389.11,Room1,42.0,20.0,19.69
2017-03-25 20:50:00,0.0,Room1,44.0,16.0,20.16
2017-03-25 21:40:00,6.41,Room1,44.0,18.0,19.84
2017-03-26 01:40:00,0.0,Room1,48.0,18.0,19.53
2017-03-26 06:40:00,9.16,Room1,34.0,20.0,17.95
2017-03-26 06:50:00,10.99,Room1,37.0,18.0,18.11
2017-03-28 01:10:00,0.0,Room1,46.0,18.0,19.37
2017-03-28 06:10:00,1.83,Room1,51.0,20.0,19.21
2017-03-28 17:30:00,69.58,Room1,45.0,20.0,19.84
2017-03-28 19:00:00,12.82,Room1,45.0,16.0,19.37
2017-03-28 23:20:00,0.0,Room1,45.0,16.0,19.21
2017-03-29 20:40:00,0.0,Room1,47.0,20.0,18.9
2017-03-29 21:30:00,0.0,Room1,45.0,18.0,20.16
2017-03-30 02:30:00,0.0,Room1,50.0,18.0,19.37
2017-03-30 06:10:00,0.0,Room1,51.0,20.0,19.21
2017-03-30 07:30:00,0.0,Room1,49.0,16.0,20.31
2017-03-30 17:30:00,75.08,Room1,43.0,20.0,20.16
2017-03-30 21:30:00,6.41,Room1,48.0,18.0,19.69
2017-03-31 00:00:00,0.0,Room1,50.0,18.0,19.84
2017-03-31 06:10:00,0.0,Room1,50.0,20.0,19.37
2017-03-31 07:30:00,10.99,Room1,49.0,16.0,20.63
2017-03-31 17:30:00,75.08,Room1,49.0,20.0,20.47
2017-03-31 21:30:00,0.0,Room1,49.0,18.0,19.84
2017-04-01 00:40:00,0.0,Room1,51.0,18.0,20.0
2017-04-01 09:10:00,38.45,Room1,46.0,16.0,19.37
2017-04-03 01:30:00,0.0,Room1,57.0,16.0,19.37
2017-04-04 00:50:00,0.0,Room1,53.0,16.0,19.21
2017-04-04 07:00:00,2.75,Room1,44.0,20.0,17.64
2017-04-12 21:30:00,0.0,Room1,41.0,18.0,20.39
2017-04-13 01:00:00,0.0,Room1,46.0,18.0,19.69
2017-04-13 06:10:00,0.0,Room1,50.0,20.0,19.53
2017-04-13 07:30:00,3.66,Room1,45.0,16.0,19.69
2017-04-13 16:20:00,21.97,Room1,46.0,20.0,18.9
2017-04-13 21:30:00,16.48,Room1,46.0,18.0,20.31
2017-04-14 02:30:00,0.0,Room1,48.0,18.0,19.53
2017-04-14 06:10:00,0.0,Room1,49.0,20.0,19.37
2017-04-14 07:30:00,0.0,Room1,49.0,16.0,19.21
2017-04-14 17:30:00,37.54,Room1,41.0,20.0,19.06
2017-04-14 21:30:00,4.58,Room1,38.0,18.0,20.31
2017-04-15 02:50:00,0.0,Room1,45.0,18.0,19.37
2017-04-15 07:50:00,0.0,Room1,46.0,20.0,18.9
2017-04-15 13:00:00,138.25,Room1,42.0,16.0,20.79
2017-04-15 15:00:00,96.13,Room1,40.0,20.0,18.9
2017-04-15 21:30:00,0.0,Room1,43.0,18.0,18.74
2017-04-16 03:00:00,0.0,Room1,43.0,18.0,18.43
2017-04-16 08:30:00,0.0,Room1,43.0,20.0,18.11
2017-04-16 13:00:00,0.0,Room1,43.0,16.0,17.95
2017-04-16 15:30:00,0.0,Room1,43.0,20.0,17.8
2017-04-16 21:30:00,0.0,Room1,43.0,18.0,17.64
2017-04-17 02:00:00,0.0,Room1,43.0,18.0,17.48
2017-04-17 04:00:00,0.0,Room1,43.0,20.0,17.32
2017-04-17 07:30:00,0.0,Room1,42.0,16.0,18.27
2017-04-17 15:20:00,0.0,Room1,43.0,20.0,17.17
2017-04-17 20:20:00,15.56,Room1,42.0,18.0,19.21
2017-04-17 22:00:00,1.83,Room1,47.0,21.0,18.58
2017-04-17 23:10:00,0.0,Room1,49.0,18.0,18.43
2017-04-18 10:10:00,35.71,Room1,47.0,20.0,17.64
2017-04-18 23:20:00,6.41,Room1,44.0,18.0,19.84
2017-04-19 05:20:00,0.0,Room1,48.0,20.0,18.9
2017-04-19 07:30:00,0.0,Room1,46.0,16.0,20.16
2017-04-19 14:20:00,58.6,Room1,30.0,20.0,17.17
2017-04-19 21:50:00,6.41,Room1,41.0,18.0,20.47
2017-04-20 01:10:00,0.0,Room1,45.0,18.0,19.37
2017-04-20 06:20:00,1.83,Room1,47.0,20.0,18.58
2017-04-20 07:30:00,15.565,Room1,34.5,18.0,18.505
2017-04-21 07:30:00,0.0,Room1,45.0,16.0,20.63
2017-04-21 10:10:00,0.92,Room1,45.0,20.0,19.37
2017-04-21 12:30:00,247.2,Room1,35.0,16.0,21.73
2017-04-21 17:30:00,88.81,Room1,38.0,20.0,19.84
2017-04-21 21:30:00,0.0,Room1,37.0,18.0,20.63
2017-04-21 22:40:00,0.0,Room1,38.0,20.0,20.0
2017-04-22 23:00:00,1.83,Room1,41.0,18.0,20.16
2017-04-23 08:20:00,0.0,Room1,50.0,20.0,18.9
2017-04-30 00:40:00,6.41,Room1,43.0,18.0,20.16
2017-04-30 01:00:00,6.41,Room1,43.0,18.0,20.0
2017-04-30 07:50:00,20.14,Room1,43.0,20.0,18.9
2017-04-30 13:00:00,216.07,Room1,36.0,16.0,19.06
2017-04-30 17:00:00,40.28,Room1,42.0,20.0,19.37
2017-04-30 21:30:00,0.0,Room1,43.0,18.0,19.53
2017-05-01 00:30:00,0.0,Room1,47.0,18.0,19.69
2017-05-01 06:10:00,0.0,Room1,50.0,20.0,19.37
2017-05-01 07:30:00,0.0,Room1,50.0,16.0,20.63
2017-05-01 17:30:00,31.13,Room1,46.0,20.0,19.21
2017-05-01 21:30:00,6.41,Room1,45.0,18.0,20.47
2017-05-02 01:30:00,0.0,Room1,50.0,18.0,20.0
2017-05-02 06:10:00,2.75,Room1,52.0,20.0,19.53
2017-05-02 07:30:00,2.75,Room1,44.0,16.0,20.16
2017-05-02 15:10:00,43.95,Room1,47.0,20.0,18.74
2017-05-02 21:30:00,2.75,Room1,47.0,18.0,19.53
2017-05-03 06:10:00,2.75,Room1,53.0,20.0,19.37
2017-05-03 07:30:00,6.41,Room1,48.0,16.0,20.31
2017-05-03 15:00:00,60.43,Room1,48.0,20.0,18.9
2017-05-04 01:20:00,0.0,Room1,54.0,18.0,19.69
2017-05-04 06:10:00,0.0,Room1,57.0,20.0,19.37
2017-05-04 07:30:00,0.0,Room1,51.0,16.0,20.47
2017-05-04 17:30:00,57.68,Room1,51.0,20.0,19.06
2017-05-04 21:30:00,0.0,Room1,50.0,18.0,20.16
2017-05-05 03:00:00,0.0,Room1,55.0,18.0,19.84
2017-05-05 06:10:00,6.41,Room1,56.0,20.0,19.53
2017-05-05 07:20:00,10.99,Room1,52.0,20.0,19.21
2017-05-05 07:30:00,7.32,Room1,52.0,16.0,19.37
2017-05-05 17:30:00,89.72,Room1,51.0,20.0,19.21
2017-05-05 21:30:00,0.0,Room1,50.0,18.0,20.16
2017-05-06 00:30:00,0.0,Room1,51.0,18.0,19.450000000000003
2017-05-06 09:50:00,0.0,Room1,55.0,20.0,18.9
2017-05-06 13:00:00,216.07,Room1,45.0,16.0,19.53
2017-05-06 17:00:00,118.11,Room1,42.0,20.0,19.53
2017-05-06 21:30:00,0.0,Room1,47.0,18.0,19.06
2017-05-07 01:30:00,0.0,Room1,48.0,18.0,18.9
2017-05-07 10:00:00,0.0,Room1,58.0,20.0,19.21
2017-05-07 13:00:00,38.45,Room1,55.0,16.0,19.06
2017-05-07 14:20:00,53.1,Room1,54.0,20.0,18.9
2017-05-07 21:30:00,0.0,Room1,56.0,18.0,18.74
2017-05-08 06:10:00,1.83,Room1,64.0,20.0,19.21
2017-05-08 07:20:00,6.41,Room1,60.0,18.0,18.74
2017-05-08 07:30:00,7.32,Room1,60.0,16.0,18.74
2017-05-08 15:00:00,109.87,Room1,56.0,20.0,18.74
2017-05-08 21:30:00,0.0,Room1,55.0,18.0,18.74
2017-05-09 01:50:00,0.0,Room1,55.0,18.0,18.58
2017-05-09 04:00:00,0.0,Room1,56.0,20.0,18.58
2017-05-09 07:30:00,24.72,Room1,50.0,16.0,18.11
2017-05-09 15:10:00,247.2,Room1,52.0,20.0,18.27
2017-05-09 21:30:00,0.0,Room1,55.0,19.0,18.43
2017-05-11 23:30:00,5.49,Room1,52.0,18.0,18.74
2017-05-12 00:00:00,0.0,Room1,53.0,20.0,18.58
2017-05-12 07:20:00,9.16,Room1,60.0,18.0,18.27
2017-05-12 07:30:00,6.41,Room1,60.0,16.0,18.27
2017-05-12 16:20:00,116.28,Room1,57.0,20.0,18.9
2017-05-12 21:30:00,0.0,Room1,55.0,18.0,18.58
2017-05-13 01:20:00,0.0,Room1,56.0,18.0,18.74
2017-05-13 07:40:00,0.0,Room1,60.0,20.0,18.74
2017-05-13 13:00:00,130.92,Room1,57.0,16.0,18.74
2017-05-13 14:50:00,6.41,Room1,58.0,20.0,18.9
2017-05-13 21:30:00,0.0,Room1,58.0,18.0,18.74
2017-05-14 03:00:00,0.0,Room1,59.0,18.0,18.9
2017-05-14 07:30:00,0.0,Room1,61.0,20.0,18.9
2017-05-14 13:00:00,162.97,Room1,60.0,16.0,19.37
2017-05-14 17:00:00,68.67,Room1,59.0,20.0,19.21
2017-05-14 21:30:00,0.0,Room1,60.0,18.0,19.21
2017-05-15 02:10:00,0.0,Room1,61.5,18.0,19.21
2017-05-15 06:10:00,10.07,Room1,59.0,20.0,18.74
2017-05-15 07:20:00,0.0,Room1,59.0,20.0,18.74
2017-05-15 07:30:00,0.0,Room1,59.0,16.0,18.74
2017-05-15 16:20:00,0.0,Room1,58.0,20.0,18.9
2017-05-15 21:30:00,0.0,Room1,58.0,18.0,18.74
2017-05-16 02:40:00,0.0,Room1,57.0,18.0,18.74
2017-05-16 03:50:00,0.0,Room1,57.0,20.0,18.74
2017-05-16 07:30:00,0.0,Room1,56.0,16.0,18.58
2017-05-16 16:20:00,0.0,Room1,56.0,20.0,18.74
2017-05-16 21:30:00,0.0,Room1,57.0,18.0,18.9
2017-05-16 23:10:00,0.0,Room1,57.0,18.0,18.9
2017-05-17 03:50:00,0.0,Room1,57.0,20.0,18.9
2017-05-17 07:30:00,0.0,Room1,56.0,16.0,18.74
2017-05-17 17:30:00,0.0,Room1,56.0,20.0,19.21
2017-05-17 21:30:00,0.0,Room1,56.0,18.0,19.53
2017-05-18 02:10:00,0.0,Room1,59.5,18.0,19.53
2017-05-18 06:10:00,0.0,Room1,62.0,20.0,19.53
2017-05-18 07:30:00,4.58,Room1,62.0,16.0,19.69
2017-05-18 17:30:00,88.81,Room1,58.0,20.0,20.31
2017-05-18 21:30:00,0.0,Room1,60.0,18.0,20.16
2017-05-19 01:30:00,0.0,Room1,62.0,18.0,20.31
2017-05-19 06:10:00,0.0,Room1,66.0,20.0,20.63
2017-05-19 07:30:00,0.0,Room1,65.0,16.0,20.47
2017-05-19 17:30:00,12.82,Room1,60.0,20.0,21.57
2017-05-19 21:30:00,0.92,Room1,59.0,18.0,21.26
2017-05-20 02:50:00,0.0,Room1,65.0,18.0,21.42
2017-05-20 10:00:00,58.6,Room1,57.0,20.0,20.63
2017-05-20 13:00:00,78.74,Room1,54.0,16.0,20.63
2017-05-20 17:00:00,57.68,Room1,55.0,20.0,20.63
2017-05-20 21:30:00,0.0,Room1,56.0,18.0,20.31
2017-05-20 23:20:00,0.0,Room1,54.0,18.0,20.31
2017-05-21 10:00:00,80.57,Room1,48.0,20.0,19.37
2017-05-21 13:00:00,149.24,Room1,47.0,16.0,19.69
2017-05-21 17:00:00,72.33,Room1,50.0,20.0,19.84
2017-05-21 21:30:00,1.83,Room1,55.0,18.0,20.16
2017-05-22 00:50:00,0.0,Room1,61.0,18.0,20.31
2017-05-22 06:10:00,0.0,Room1,63.0,20.0,20.16
2017-05-22 07:30:00,28.38,Room1,54.0,16.0,19.69
2017-05-22 17:30:00,58.6,Room1,54.0,20.0,19.84
2017-05-22 21:30:00,2.75,Room1,54.0,18.0,20.16
2017-05-22 23:40:00,0.0,Room1,56.0,18.0,19.92
2017-05-23 06:10:00,0.0,Room1,60.0,20.0,19.84
2017-05-23 07:30:00,25.64,Room1,56.0,16.0,19.69
2017-05-23 17:30:00,71.41,Room1,55.0,20.0,20.16
2017-05-23 21:30:00,6.41,Room1,55.0,18.0,20.0
2017-05-24 01:50:00,0.0,Room1,61.0,18.0,20.31
2017-05-24 06:10:00,0.0,Room1,60.0,20.0,20.31
2017-05-24 07:30:00,27.47,Room1,56.0,16.0,20.31
2017-05-24 17:30:00,39.37,Room1,53.0,20.0,20.16
2017-05-24 21:30:00,0.0,Room1,54.0,18.0,20.0
2017-05-24 23:00:00,0.0,Room1,55.0,18.0,19.84
2017-05-25 06:10:00,0.0,Room1,58.0,20.0,19.84
2017-05-25 07:30:00,0.0,Room1,58.0,16.0,19.84
2017-05-25 17:30:00,46.69,Room1,55.0,20.0,20.16
2017-05-25 21:30:00,0.0,Room1,50.0,18.0,19.84
2017-05-26 06:10:00,0.0,Room1,57.0,20.0,19.84
2017-05-26 07:30:00,0.0,Room1,57.0,16.0,19.84
2017-05-26 17:30:00,0.0,Room1,54.0,20.0,20.0
2017-05-26 21:30:00,0.0,Room1,55.0,18.0,19.84
2017-05-27 00:50:00,0.0,Room1,55.0,18.0,19.84
2017-05-27 10:00:00,0.0,Room1,55.0,20.0,19.69
2017-05-27 13:00:00,0.0,Room1,57.0,16.0,20.16
2017-05-27 17:00:00,56.76,Room1,56.0,20.0,20.63
2017-05-27 21:30:00,0.0,Room1,55.0,18.0,20.47
2017-05-28 10:00:00,1.83,Room1,58.0,20.0,20.47
2017-05-28 13:00:00,0.92,Room1,53.0,16.0,20.63
2017-05-28 17:00:00,0.0,Room1,53.0,20.0,20.79
2017-05-28 21:30:00,0.0,Room1,54.0,18.0,20.79
2017-05-29 06:10:00,0.0,Room1,55.0,20.0,20.79
2017-05-29 07:30:00,0.0,Room1,55.0,16.0,20.79
2017-05-29 17:30:00,40.28,Room1,55.0,20.0,21.73
2017-05-29 21:30:00,0.0,Room1,57.0,18.0,21.73
2017-05-30 01:50:00,0.0,Room1,58.0,18.0,22.05
2017-05-30 07:30:00,26.55,Room1,62.0,16.0,22.05
2017-05-30 17:30:00,56.76,Room1,58.0,20.0,22.68
2017-05-30 21:30:00,0.0,Room1,59.0,18.0,22.99
2017-05-30 23:20:00,0.0,Room1,59.0,18.0,22.52
2017-05-31 06:10:00,0.0,Room1,61.0,20.0,22.68
2017-05-31 07:30:00,0.0,Room1,61.0,16.0,22.68
2017-05-31 17:30:00,0.0,Room1,58.0,20.0,22.83
2017-05-31 21:30:00,0.0,Room1,58.0,18.0,22.68
2017-06-01 00:30:00,0.0,Room1,58.0,18.0,22.68
2017-06-01 06:10:00,0.0,Room1,57.0,20.0,22.52
2017-06-01 07:30:00,0.0,Room1,57.0,16.0,22.52
2017-06-01 17:30:00,57.68,Room1,51.0,20.0,23.15
2017-06-01 21:30:00,0.0,Room1,54.0,18.0,22.83
2017-06-01 23:50:00,0.0,Room1,54.0,18.0,22.83
2017-06-02 06:10:00,0.0,Room1,57.0,20.0,22.83
2017-06-02 07:30:00,20.14,Room1,53.0,16.0,22.52
2017-06-02 17:30:00,51.27,Room1,54.0,20.0,23.15
2017-06-03 00:10:00,0.0,Room1,53.0,18.0,22.83
2017-06-03 10:00:00,54.02,Room1,54.0,20.0,22.83
2017-06-03 13:00:00,0.0,Room1,56.0,16.0,22.83
2017-06-03 17:00:00,0.0,Room1,55.0,20.0,22.83
2017-06-03 21:30:00,0.0,Room1,55.0,18.0,22.83
2017-06-04 02:00:00,0.0,Room1,56.0,18.0,22.83
2017-06-04 10:00:00,0.0,Room1,56.0,20.0,22.68
2017-06-04 13:00:00,0.0,Room1,56.0,16.0,22.68
2017-06-04 17:00:00,0.0,Room1,56.0,20.0,22.68
2017-06-04 21:30:00,0.0,Room1,55.0,18.0,22.52
2017-06-05 00:00:00,0.0,Room1,57.0,18.0,22.68
2017-06-05 06:10:00,0.0,Room1,65.0,20.0,22.68
2017-06-05 07:30:00,0.0,Room1,65.0,16.0,22.68
2017-06-05 17:30:00,16.48,Room1,58.0,20.0,22.05
